age,no_of_children,net_yearly_income,no_of_days_employed,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,gender_F,gender_M,gender_XNA,owns_car_N,owns_car_Y,owns_house_N,owns_house_Y,occupation_type_Accountants,occupation_type_Cleaning staff,occupation_type_Cooking staff,occupation_type_Core staff,occupation_type_Drivers,occupation_type_HR staff,occupation_type_High skill tech staff,occupation_type_IT staff,occupation_type_Laborers,occupation_type_Low-skill Laborers,occupation_type_Managers,occupation_type_Medicine staff,occupation_type_Private service staff,occupation_type_Realty agents,occupation_type_Sales staff,occupation_type_Secretaries,occupation_type_Security staff,occupation_type_Unknown,occupation_type_Waiters/barmen staff,credit_card_default
52,0.0,241257.99,2771.0,2.0,0.0,11528.41,65131.46,77,863.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,0.0,223820.99,6013.0,2.0,0.0,32814.93,74198.42,85,705.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,0.0,143490.36,208.0,1.0,1.0,23970.07,39572.25,83,621.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
42,0.0,98877.91,365244.0,1.0,0.0,10953.63,16230.82,74,679.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,0.0,249627.43,2744.0,2.0,1.0,27428.09,57904.41,92,539.0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37,0.0,143685.53,979.0,2.0,0.0,32833.75,29846.09,12,746.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,0.0,141208.42,2676.0,2.0,0.0,13441.83,32545.25,3,828.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,0.0,291415.05,365244.0,2.0,0.0,62770.8,66350.33,77,563.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50,0.0,146024.5,6305.0,2.0,1.0,23722.38,23329.58,48,768.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.0,190893.62,149.0,1.0,0.0,34993.0,54780.5,32,915.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,0.0,143170.01,692.0,1.0,0.0,14635.58,22879.89,70,854.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,1.0,173312.68,987.0,2.0,0.0,40159.03,31059.53,79,900.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,2.0,228987.08,2287.0,4.0,0.0,34386.86,37803.45,87,856.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39,1.0,200465.23,3266.0,2.0,0.0,33376.4,21976.51,52,771.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,0.0,232554.41,192.0,1.0,0.0,10407.35,42430.05,92,915.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,0.0,96572.72,365.0,2.0,1.0,16151.4,28614.51,34,815.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,0.0,104042.34,9206.0,2.0,1.0,14094.72,24071.89,73,834.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2.0,72091.25,1624.0,4.0,0.0,39143.41,16075.29,3,911.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,0.0,111229.99,1594.0,1.0,0.0,20513.15,12015.06,63,766.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.0,262241.09,365250.0,1.0,0.0,29137.14,78934.2,20,807.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,0.0,139395.78,365240.0,2.0,0.0,43729.56,27882.49,93,949.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,2.0,132482.24,3577.0,4.0,0.0,12467.37,39772.0,98,895.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,0.0,416206.66,2224.0,1.0,0.0,42582.77,92493.17,20,831.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,1.0,183725.28,4163.0,3.0,0.0,15365.69,50101.64,3,903.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.0,380205.57,8078.0,1.0,0.0,39245.51,75818.98,33,861.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33,0.0,152633.53,365248.0,1.0,0.0,42424.06,26804.91,0,941.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0.0,112587.85,3875.0,1.0,1.0,25741.82,20924.04,45,693.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,1.0,211702.79,1006.0,3.0,0.0,37449.75,48561.27,80,707.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,0.0,173702.42,3300.0,1.0,0.0,40561.15,30041.81,96,728.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,0.0,276094.37,365240.0,2.0,0.0,52563.88,44416.25,90,846.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,0.0,120000.03,365251.0,1.0,0.0,19085.61,17060.94,35,674.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,1.0,100676.37,2150.0,3.0,0.0,10731.78,33797.09,36,941.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,1.0,198057.5,6109.0,3.0,0.0,10422.47,25025.2,79,922.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1.0,359215.76,1758.0,3.0,1.0,57334.48,53306.83,62,835.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,2.0,301263.74,826.0,4.0,1.0,51679.93,61577.38,70,858.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,0.0,285759.11,365240.0,2.0,0.0,14286.65,39395.65,96,773.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,1.0,155428.58,2829.0,3.0,0.0,25398.21,26720.79,82,709.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,2.0,139271.44,883.0,4.0,0.0,19926.77,28844.17,76,907.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.0,194284.47,365243.0,2.0,0.0,22096.71,68434.0,15,874.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,0.0,51794.82,365244.0,2.0,0.0,28464.08,8372.65,26,737.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,0.0,161613.59,5179.0,1.0,0.0,25327.08,37925.57,84,806.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.0,465769.4,2406.0,2.0,1.0,46752.86,83164.58,55,749.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.0,85050.77,10651.0,2.0,0.0,25011.42,15643.79,13,795.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,0.0,71277.0,125.0,2.0,1.0,25201.22,13851.29,63,673.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,0.0,163283.76,365245.0,1.0,0.0,46138.57,32276.24,91,684.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,0.0,232916.43,7305.0,2.0,0.0,61426.95,37398.5,13,747.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,1.0,143078.56,1799.0,2.0,0.0,11220.23,25248.29,96,683.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,0.0,78453.86,1774.0,2.0,0.0,18728.2,25763.28,3,731.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2.0,167750.08,3438.0,4.0,1.0,26909.74,43735.23,32,900.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,2.0,175501.88,701.0,4.0,0.0,29703.54,61823.43,39,750.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0.0,253950.92,9511.0,2.0,0.0,29636.96,56998.09,15,862.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.0,127031.51,365244.0,2.0,0.0,17910.63,16350.43,56,840.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,0.0,285646.27,406.0,2.0,0.0,31606.52,48554.06,70,506.0,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,1.0,98208.49,680.0,3.0,1.0,17897.05,22945.41,17,700.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,1.0,111577.83,2674.0,3.0,0.0,25627.21,37586.95,94,674.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,0.0,128853.11,365243.0,2.0,0.0,44595.16,29069.53,60,798.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,0.0,118086.91,365244.0,2.0,0.0,15665.76,41735.49,65,884.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,0.0,155977.8,670.0,1.0,0.0,10449.69,37056.74,7,702.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,0.0,96384.15,2505.0,2.0,1.0,16905.18,21850.81,83,879.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,1.0,196936.75,767.0,3.0,0.0,79547.83,50101.93,91,685.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,0.0,178162.99,365252.0,1.0,0.0,30348.1,39294.57,10,730.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,0.0,144749.23,1599.0,2.0,0.0,32679.88,41002.67,14,921.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,0.0,171791.69,2270.0,1.0,0.0,34198.51,41480.23,40,894.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,0.0,136048.2,257.0,2.0,0.0,9650.4,44140.93,66,814.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0.0,222381.31,1035.0,2.0,0.0,79971.19,45940.25,58,814.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,0.0,98335.72,1934.0,1.0,0.0,10706.29,15766.59,1,832.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,0.0,237828.47,1676.0,2.0,0.0,43910.2,35071.72,79,941.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,1.0,62804.96,606.0,3.0,1.0,4449.68,10277.72,5,922.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,0.0,772947.03,274.0,1.0,0.0,38318.3,173910.77,78,843.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,1.0,118596.32,1866.0,3.0,0.0,41555.7,43968.61,84,731.0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.0,224835.95,365245.0,2.0,0.0,5443.41,70433.22,35,723.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,0.0,139118.09,566.0,2.0,1.0,20594.74,27733.95,16,908.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,0.0,61694.3,365241.0,2.0,0.0,22174.74,17524.89,63,831.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,1.0,108823.26,631.0,3.0,0.0,37528.85,26916.44,59,762.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,0.0,535714.58,9025.0,2.0,1.0,50000.49,102139.44,98,592.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
27,2.0,82520.02,365246.0,4.0,0.0,34187.29,28161.81,51,867.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,0.0,200768.54,306.0,2.0,1.0,40572.34,23123.42,58,900.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,0.0,86305.18,1115.0,2.0,0.0,14581.98,31371.11,10,946.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,1.0,241911.12,1596.0,3.0,0.0,23092.38,41065.17,4,775.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48,0.0,70888.68,365243.0,1.0,0.0,24179.51,12441.15,69,803.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,0.0,136456.76,1746.0,2.0,1.0,62652.23,31452.49,5,793.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.0,121899.86,1816.0,1.0,0.0,16374.35,22333.14,4,657.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,0.0,47779.13,5859.0,2.0,1.0,5718.11,7291.09,96,946.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,0.0,155439.48,1094.0,2.0,0.0,27384.61,35186.41,94,718.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,0.0,237276.79,741.0,1.0,0.0,34293.41,46244.94,61,858.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.0,200834.57,1281.0,2.0,1.0,43985.39,35356.51,90,789.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1.0,257312.36,195.0,3.0,0.0,48162.72,47151.51,67,839.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,1.0,247283.87,945.0,3.0,0.0,50437.13,92285.42,0,794.0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.0,174155.53,1174.0,2.0,1.0,23808.56,34394.77,55,949.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2.0,359073.86,232.0,4.0,1.0,39906.51,79063.07,42,889.0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.0,472026.32,2422.0,1.0,0.0,32515.12,96038.65,21,794.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,2.0,96343.82,1085.0,4.0,1.0,18440.09,13467.41,83,804.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.0,193403.02,375.0,2.0,1.0,42409.27,58407.83,48,778.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.0,151107.53,365249.0,2.0,0.0,14733.69,47331.51,42,858.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,1.0,220638.54,116.0,3.0,1.0,8945.89,45780.88,45,653.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,1.0,213717.03,1529.0,3.0,0.0,47998.62,30233.07,8,700.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,0.0,156783.23,3850.0,1.0,0.0,24939.2,19519.27,13,694.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47,1.0,108457.42,1546.0,3.0,0.0,22434.49,37429.6,33,913.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38,0.0,161518.31,1175.0,1.0,0.0,13972.17,28247.67,78,551.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
38,2.0,194665.08,3072.0,4.0,1.0,33446.09,33197.59,22,695.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,2.0,111161.12,2691.0,4.0,1.0,29217.12,29955.89,76,779.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,1.0,596940.61,2792.0,3.0,0.0,74116.07,155099.01,96,833.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.0,108357.87,1297.0,1.0,0.0,20442.08,29644.94,61,773.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,0.0,124021.57,4481.0,2.0,0.0,51149.68,28008.5,81,831.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43,0.0,358317.6,259.0,1.0,0.0,19468.44,56656.59,11,673.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,0.0,142112.0,3290.0,1.0,0.0,13172.01,37096.88,36,774.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,0.0,250475.85,2273.0,1.0,0.0,70039.23,44051.31,63,659.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.0,174561.77,365251.0,1.0,0.0,28218.07,23703.57,12,845.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,2.0,114264.4,699.0,4.0,0.0,39533.91,34882.38,14,772.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,1.0,159727.14,3857.0,2.0,0.0,33118.25,53173.77,93,587.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
33,0.0,205551.23,8692.0,2.0,0.0,74709.92,64588.0,49,726.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1.0,244173.36,780.0,3.0,0.0,58984.63,45940.51,70,930.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1.0,122270.62,1111.0,3.0,0.0,14766.07,38194.12,25,895.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,0.0,127937.17,536.0,2.0,1.0,29402.23,51273.16,42,819.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,0.0,239656.0,2322.0,2.0,0.0,27106.94,53406.35,2,937.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0.0,108082.35,365241.0,1.0,0.0,18873.45,14551.5,73,745.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,0.0,52167.4,365240.0,2.0,0.0,14122.79,6451.99,99,681.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
37,2.0,370234.76,532.0,4.0,1.0,54605.38,41785.91,86,699.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,2.0,377982.07,214.0,4.0,0.0,50674.55,102846.56,74,736.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.0,291874.81,365250.0,2.0,0.0,23303.78,56857.84,25,794.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,0.0,158184.03,7813.0,2.0,0.0,23373.55,47681.63,84,794.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.0,108209.02,1107.0,2.0,0.0,20440.41,20970.5,44,672.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,0.0,406533.97,365252.0,2.0,0.0,56942.31,93276.12,39,865.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0.0,245906.95,453.0,2.0,0.0,34289.81,40414.83,18,825.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,0.0,86637.92,365248.0,2.0,0.0,33958.84,9291.95,54,650.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,0.0,124649.04,1571.0,2.0,0.0,6145.23,33288.41,75,728.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,0.0,150015.22,2194.0,1.0,0.0,10901.26,56287.52,60,762.0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.0,155408.35,1534.0,1.0,1.0,11581.1,27867.5,93,581.0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
50,1.0,240725.9,302.0,3.0,1.0,28974.8,46449.7,86,811.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,0.0,353328.58,765.0,2.0,0.0,59590.71,59309.67,24,947.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.0,58530.48,365246.0,2.0,0.0,36708.14,10246.44,72,830.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,1.0,127605.16,5319.0,3.0,0.0,24835.4,18462.75,59,834.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1.0,140571.51,408.0,3.0,0.0,15357.62,17586.7,17,914.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,0.0,285690.34,1734.0,2.0,0.0,10663.82,72914.23,21,686.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,2.0,277936.66,1097.0,3.0,0.0,38587.96,77728.14,71,943.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,0.0,190310.16,365245.0,2.0,0.0,25801.23,50649.43,16,707.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,0.0,145278.07,1832.0,1.0,0.0,34119.55,24723.02,38,851.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1.0,142305.89,210.0,2.0,0.0,18537.85,25405.03,16,706.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,1.0,103653.93,2172.0,2.0,0.0,24681.2,32732.85,31,926.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
